SIT_MATRICULA,PAI_FALECIDO,MAE_FALECIDO,RENDA_FAMILIAR,TIPO_ESCOLA_ORIGEM,ANO_CONCLUSAO_2_GRAU,RENDA_PER_CAPITA,COD_ESTADO_CIVIL,N_FILHOS,SEXO,PROFISSAO,DESC_CIDADE,DESC_ESTADO,DESC_IDIOMA,NIVEL_FALA,NIVEL_COMPREENSAO,NIVEL_ESCRITA,NIVEL_LEITURA,NOTAS,N_FALTAS,COD_DISCIPLINA,CARGA_HOR,ANO_INGRESSO,IDADE_INGRESSO
9,0.0,0.0,0.0,F,2004.0,10.0,C,0.0,M,,Goiânia,Goiás,,,,,,6.20,0.0,648,54,2013,27.0
9,0.0,0.0,0.0,P,2011.0,10.0,S,0.0,M,ESTUDANTE,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,5.70,,648,54,2013,19.0
0,0.0,0.0,0.0,E,2012.0,10.0,S,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2013,18.0
0,0.0,0.0,0.0,E,2011.0,10.0,S,,M,,Aparecida de Goiânia,Goiás,Inglês,1.0,2.0,2.0,2.0,6.60,0.0,648,54,2013,20.0
9,0.0,0.0,0.0,E,2010.0,10.0,S,,M,,Goiânia,Goiás,,,,,,0.00,0.0,648,54,2013,21.0
10,0.0,0.0,0.0,O,2012.0,10.0,S,0.0,M,,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,6.50,0.0,648,54,2013,16.0
10,0.0,0.0,0.0,E,2012.0,10.0,S,,F,,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,6.70,0.0,648,54,2013,17.0
0,0.0,0.0,0.0,P,2012.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,9.50,0.0,648,54,2013,18.0
0,0.0,0.0,0.0,E,2011.0,10.0,S,0.0,M,Estudante,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,6.70,0.0,648,54,2013,19.0
9,1.0,0.0,3.0,E,2012.0,10.0,S,0.0,M,Estudante,Goiânia,Goiás,,,,,,9.50,0.0,648,54,2013,18.0
10,0.0,0.0,0.0,E,2009.0,10.0,S,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2013,25.0
10,0.0,0.0,0.0,E,2009.0,10.0,S,,M,,Goiânia,Goiás,,,,,,4.20,0.0,648,54,2013,25.0
0,0.0,0.0,,P,1997.0,,C,,M,,Goiânia,Goiás,,,,,,7.30,,648,54,2013,34.0
0,0.0,0.0,,E,2010.0,,S,,M,,Goiânia,Goiás,Inglês,1.0,1.0,2.0,2.0,5.60,,648,54,2013,21.0
0,0.0,0.0,,P,2007.0,,S,,M,Estudante,Goiânia,Goiás,Inglês,2.0,3.0,2.0,3.0,5.30,,648,54,2013,23.0
0,0.0,0.0,,P,,,S,,M,,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,5.30,,648,54,2013,20.0
9,0.0,0.0,5.0,E,2004.0,,S,0.0,M,Militar,Goiânia,--,,,,,,5.80,,648,54,2013,28.0
0,0.0,0.0,,E,2010.0,,S,,M,Operador de Telemarketing,Goiânia,Goiás,,,,,,5.40,,648,54,2013,20.0
0,0.0,0.0,,P,,,S,,M,,Goiânia,--,,,,,,5.00,,648,54,2013,50.0
2,0.0,0.0,5.0,P,2011.0,,S,0.0,M,Eletricista,Goiânia,Goiás,,,,,,6.70,,648,54,2013,20.0
0,0.0,0.0,5.0,P,2001.0,7.0,C,0.0,M,Instrumentista,Nerópolis,Goiás,Inglês,3.0,3.0,3.0,3.0,5.00,,648,54,2013,29.0
9,0.0,0.0,,E,1995.0,4.0,C,2.0,M,Professor,Goiânia,Goiás,,,,,,10.00,,648,54,2013,35.0
9,0.0,0.0,,P,1999.0,,S,,M,,Senador Canedo,Goiás,,,,,,6.00,0.0,648,54,2013,32.0
9,0.0,0.0,,,,,S,,M,,Goiânia,Goiás,,,,,,0.00,0.0,648,54,2013,18.0
0,0.0,0.0,,E,2012.0,,S,,F,,Aparecida de Goiânia,Goiás,,,,,,7.70,0.0,648,54,2013,18.0
0,0.0,0.0,0.0,P,2012.0,,S,0.0,M,Estudante,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,7.50,0.0,648,54,2014,20.0
0,0.0,0.0,,P,2012.0,,S,,M,,Goiânia,Goiás,,,,,,10.00,0.0,648,54,2013,18.0
0,0.0,0.0,0.0,E,2009.0,10.0,S,,M,,Goiânia,Goiás,Inglês,1.0,2.0,2.0,2.0,6.50,0.0,648,54,2013,21.0
4,0.0,0.0,1.0,E,2011.0,,S,,M,,Goiânia,Goiás,,,,,,9.70,0.0,648,54,2013,18.0
20,0.0,0.0,,P,1986.0,,S,,F,FUNCIONARIO PUBLICO,Goiânia,Goiás,,,,,,0.00,2.0,648,54,2013,35.0
20,0.0,0.0,,P,1986.0,,S,,F,FUNCIONARIO PUBLICO,Goiânia,Goiás,,,,,,0.00,26.0,648,54,2013,35.0
20,0.0,0.0,,P,1986.0,,S,,F,FUNCIONARIO PUBLICO,Goiânia,Goiás,,,,,,0.00,0.0,648,54,2013,35.0
20,0.0,0.0,,P,1986.0,,S,,F,FUNCIONARIO PUBLICO,Goiânia,Goiás,,,,,,0.00,0.0,648,54,2013,35.0
0,0.0,0.0,4.0,P,2011.0,1.0,S,,F,ESTUDANTE,Goiânia,Goiás,,,,,,7.00,0.0,648,54,2013,19.0
0,0.0,0.0,0.0,P,2011.0,0.0,S,,M,,Minaçu,Goiás,,,,,,0.00,10.0,648,54,2012,18.0
0,0.0,0.0,0.0,P,2011.0,0.0,S,,M,,Minaçu,Goiás,,,,,,7.20,0.0,648,54,2012,18.0
0,0.0,0.0,,P,2011.0,,S,,F,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,18.0
0,0.0,0.0,,E,2010.0,,S,,F,,Goiânia,Goiás,Francês,2.0,2.0,1.0,3.0,6.00,0.0,648,54,2012,20.0
0,0.0,0.0,,E,2010.0,,S,,F,,Goiânia,Goiás,Inglês,1.0,2.0,2.0,3.0,6.00,0.0,648,54,2012,20.0
0,0.0,0.0,,E,2010.0,,S,,F,,Goiânia,Goiás,Francês,2.0,2.0,1.0,3.0,2.60,0.0,648,54,2012,20.0
0,0.0,0.0,,E,2010.0,,S,,F,,Goiânia,Goiás,Inglês,1.0,2.0,2.0,3.0,2.60,0.0,648,54,2012,20.0
0,0.0,0.0,0.0,E,2004.0,10.0,C,3.0,M,Designer Gráfico,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2015,43.0
0,0.0,0.0,0.0,P,2012.0,0.0,S,,F,,Aparecida de Goiânia,Goiás,,,,,,8.50,0.0,648,54,2012,17.0
0,0.0,0.0,0.0,P,2011.0,10.0,S,,M,Estudante,Anápolis,Goiás,Inglês,1.0,1.0,1.0,1.0,9.00,0.0,648,54,2012,18.0
20,0.0,0.0,0.0,P,2012.0,0.0,S,,M,,Goiânia,Goiás,,,,,,0.00,2.0,648,54,2012,18.0
20,0.0,0.0,0.0,P,2012.0,0.0,S,,M,,Goiânia,Goiás,,,,,,0.00,70.0,648,54,2012,18.0
20,0.0,0.0,0.0,P,2012.0,0.0,S,,M,,Goiânia,Goiás,,,,,,05/10/2016,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,E,2011.0,0.0,,,F,,Aparecida de Goiânia,Goiás,Inglês,1.0,1.0,1.0,1.0,7.00,0.0,648,54,2012,18.0
10,0.0,0.0,0.0,P,2011.0,10.0,,,M,,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,6.00,0.0,648,54,2012,18.0
9,0.0,0.0,0.0,P,2009.0,3.0,,,F,,Goiânia,Goiás,,,,,,1.00,0.0,648,54,2012,20.0
0,0.0,0.0,0.0,P,2012.0,0.0,S,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,17.0
9,0.0,0.0,,P,2009.0,,S,,M,,Anápolis,Goiás,,,,,,5.90,,648,54,2012,20.0
9,0.0,0.0,,P,2007.0,,S,,F,Estudante,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,5.50,,648,54,2012,23.0
9,0.0,0.0,,E,2010.0,,S,,M,,Goiânia,Goiás,,,,,,0.00,26.0,648,54,2012,19.0
0,0.0,0.0,0.0,E,2012.0,0.0,S,0.0,M,Estudante,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,07/10/2016,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,E,2012.0,0.0,S,0.0,M,Estudante,Goiânia,Goiás,Alemão,1.0,1.0,1.0,1.0,07/10/2016,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,E,2012.0,0.0,S,0.0,M,Estudante,Goiânia,Goiás,Espanhol,1.0,1.0,1.0,1.0,07/10/2016,0.0,648,54,2012,18.0
9,0.0,0.0,,E,2010.0,,S,,M,,Goiânia,Goiás,,,,,,1.50,0.0,648,54,2012,19.0
9,0.0,0.0,,P,2010.0,,S,,M,Estudante,Goiânia,Goiás,,,,,,0.00,20.0,648,54,2012,19.0
9,0.0,0.0,,P,2010.0,,S,,M,Estudante,Goiânia,Goiás,,,,,,0.00,64.0,648,54,2012,19.0
0,0.0,0.0,,P,2010.0,,S,,M,,Goiânia,Goiás,,,,,,05/10/2016,,648,54,2012,19.0
2,0.0,0.0,0.0,P,2012.0,10.0,S,,M,Estudante,Aparecida de Goiânia,Goiás,Espanhol,1.0,2.0,2.0,2.0,7.50,0.0,648,54,2012,17.0
0,0.0,0.0,0.0,P,2011.0,10.0,S,,M,,Itapuranga,Goiás,Inglês,2.0,3.0,3.0,3.0,06/10/2016,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,E,2009.0,3.0,S,0.0,M,ESTUDANTE,Iporá,Goiás,,,,,,0.00,70.0,648,54,2016,25.0
9,0.0,0.0,,F,2011.0,,S,,M,,Goiânia,Goiás,,,,,,0.00,0.0,648,54,2014,23.0
0,0.0,0.0,,P,2011.0,,S,,M,Estudante,Goiânia,Goiás,Inglês,2.0,2.0,3.0,3.0,06/10/2016,0.0,648,54,2012,18.0
0,0.0,0.0,3.0,P,2003.0,2.0,S,0.0,M,Tecnólogo,Anápolis,Goiás,Inglês,2.0,2.0,3.0,3.0,6.50,0.0,648,54,2012,27.0
0,0.0,0.0,0.0,F,2011.0,0.0,S,0.0,M,Estudante,Imperatriz,Maranhão,Inglês,1.0,1.0,2.0,2.0,6.00,0.0,648,54,2012,18.0
0,0.0,0.0,,P,2004.0,,C,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,27.0
0,0.0,0.0,,E,2007.0,,S,,F,,Goiânia,Goiás,,,,,,7.50,,648,54,2012,22.0
4,0.0,0.0,0.0,P,2011.0,10.0,S,,M,,Goiânia,Goiás,Inglês,3.0,3.0,2.0,3.0,10.00,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,P,2011.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,6.90,,648,54,2013,20.0
0,0.0,0.0,0.0,P,2011.0,0.0,S,0.0,M,,Aparecida de Goiânia,Goiás,,,,,,6.60,0.0,648,54,2012,18.0
2,0.0,0.0,,P,2004.0,,S,,M,Outros,Aparecida de Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,7.80,0.0,648,54,2012,24.0
2,0.0,0.0,,P,2004.0,,S,,M,Outros,Aparecida de Goiânia,Goiás,Espanhol,1.0,1.0,1.0,2.0,7.80,0.0,648,54,2012,24.0
0,0.0,0.0,0.0,P,,10.0,S,,M,Empresária,Goiânia,Goiás,Inglês,2.0,2.0,1.0,2.0,7.20,0.0,648,54,2012,20.0
0,0.0,0.0,,F,2001.0,,S,,M,,Aparecida de Goiânia,Goiás,,,,,,0.00,66.0,648,54,2012,28.0
0,0.0,0.0,,F,2001.0,,S,,M,,Aparecida de Goiânia,Goiás,,,,,,6.30,0.0,648,54,2012,28.0
0,0.0,0.0,,P,2004.0,,S,,M,,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,6.00,0.0,648,54,2012,26.0
10,0.0,0.0,0.0,E,2009.0,10.0,S,0.0,M,,Goiânia,Goiás,Espanhol,1.0,1.0,1.0,1.0,7.50,0.0,648,54,2014,23.0
0,0.0,0.0,,P,2010.0,,S,,M,,Goiânia,Goiás,,,,,,6.90,,648,54,2012,22.0
0,0.0,0.0,0.0,E,2011.0,0.0,S,0.0,M,,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,7.00,0.0,648,54,2012,17.0
0,0.0,0.0,0.0,E,2012.0,10.0,S,0.0,M,ATENDENTE,Goiânia,Goiás,Espanhol,1.0,1.0,1.0,1.0,6.70,0.0,648,54,2015,23.0
9,0.0,0.0,0.0,E,2011.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,0.00,22.0,648,54,2012,18.0
9,0.0,0.0,0.0,E,2011.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,0.00,6.0,648,54,2013,19.0
9,0.0,0.0,0.0,F,,10.0,S,,F,,Aparecida de Goiânia,Goiás,,,,,,5.00,,648,54,2012,25.0
0,0.0,0.0,0.0,E,2009.0,10.0,S,,M,,Goiânia,Goiás,Inglês,1.0,1.0,2.0,2.0,06/10/2016,0.0,648,54,2012,21.0
0,0.0,0.0,0.0,P,2009.0,10.0,S,,M,,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,7.50,,648,54,2012,19.0
0,0.0,0.0,0.0,E,2011.0,10.0,S,,M,Autonomo,Santo Antônio de Goiás,Goiás,,,,,,6.30,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,P,2011.0,10.0,S,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,19.0
0,0.0,0.0,3.0,P,2008.0,3.0,S,0.0,F,Estudante,Goiania,Ceará,,,,,,6.50,0.0,648,54,2012,21.0
0,0.0,0.0,0.0,E,2011.0,10.0,S,,M,Estudante,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,17.0
0,0.0,0.0,0.0,P,2005.0,10.0,S,,M,,Goiânia,Goiás,,,,,,6.50,0.0,648,54,2012,24.0
0,0.0,0.0,4.0,P,2010.0,0.0,S,,M,Estudante,Jataí,Goiás,Espanhol,1.0,1.0,1.0,1.0,6.70,,648,54,2015,22.0
9,0.0,0.0,0.0,P,2010.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,20.0
9,0.0,0.0,0.0,E,2005.0,10.0,S,0.0,M,,Trindade,Goiás,,,,,,6.80,,648,54,2012,24.0
0,0.0,0.0,2.0,E,2007.0,10.0,S,0.0,F,,Goiânia,Goiás,Espanhol,2.0,2.0,2.0,3.0,6.00,0.0,648,54,2012,22.0
9,0.0,0.0,0.0,P,2011.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,19.0
9,0.0,0.0,0.0,P,2011.0,10.0,S,0.0,M,,Goiás,Goiás,,,,,,6.00,0.0,648,54,2012,18.0
9,0.0,0.0,0.0,F,2005.0,10.0,S,0.0,M,Professor,Aparecida de Goiânia,Goiás,,,,,,5.90,,648,54,2012,25.0
0,0.0,0.0,0.0,P,2011.0,0.0,S,0.0,F,Estudante,Goiânia,Goiás,,,,,,6.70,0.0,648,54,2012,18.0
4,0.0,0.0,0.0,P,2011.0,10.0,S,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,19.0
0,0.0,0.0,0.0,E,2008.0,10.0,S,,M,Autonomo,Iporá,Goiás,,,,,,6.70,0.0,648,54,2012,20.0
0,0.0,0.0,0.0,P,2006.0,10.0,S,0.0,M,Eletrotécnico,Aparecida de Goiânia,Goiás,Inglês,2.0,3.0,3.0,3.0,6.00,0.0,648,54,2012,22.0
0,0.0,0.0,0.0,P,2006.0,10.0,S,0.0,M,Eletrotécnico,Aparecida de Goiânia,Goiás,Espanhol,2.0,2.0,1.0,2.0,6.00,0.0,648,54,2012,22.0
0,0.0,0.0,0.0,E,2011.0,10.0,S,,F,,Varjão,Goiás,,,,,,7.30,0.0,648,54,2012,18.0
10,0.0,0.0,0.0,P,2011.0,10.0,S,,M,,Orizona,Goiás,,,,,,4.50,0.0,648,54,2012,18.0
0,0.0,0.0,0.0,E,2010.0,10.0,S,,M,Estudante,Aparecida de Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,21.0
0,0.0,0.0,0.0,E,2011.0,10.0,S,,M,,Santa Rosa (formosa),Goiás,,,,,,6.00,0.0,648,54,2012,18.0
9,0.0,0.0,3.0,E,2010.0,10.0,S,0.0,M,ESTUDANTE,Goiânia,Goiás,,,,,,6.00,,648,54,2013,21.0
2,0.0,0.0,3.0,E,2003.0,,S,2.0,M,Especialista Técnico,Aparecida de Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,30.0
0,0.0,0.0,,,,,S,,M,,Goiânia,Goiás,,,,,,6.40,,648,54,2012,22.0
20,0.0,0.0,,P,,5.0,S,1.0,M,Administrador de Redes,Goiânia,Goiás,Inglês,1.0,2.0,1.0,2.0,0.00,0.0,648,54,2012,31.0
20,0.0,0.0,,P,,5.0,S,1.0,M,Administrador de Redes,Goiânia,Goiás,Inglês,1.0,2.0,1.0,2.0,0.00,70.0,648,54,2012,31.0
20,0.0,0.0,,P,,5.0,S,1.0,M,Administrador de Redes,Goiânia,Goiás,Inglês,1.0,2.0,1.0,2.0,0.00,56.0,648,54,2012,31.0
9,0.0,0.0,6.0,F,,,C,,M,Professor,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,0.00,22.0,648,54,2012,39.0
9,0.0,0.0,,P,2009.0,,S,,M,,Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,05/10/2016,0.0,648,54,2012,20.0
9,0.0,0.0,,P,2009.0,,S,,M,,Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,0.00,0.0,648,54,2012,20.0
18,0.0,0.0,,E,2008.0,,S,,M,Estudante,Goiânia,Goiás,Espanhol,1.0,1.0,2.0,2.0,7.40,,648,54,2012,22.0
9,0.0,0.0,,P,2001.0,,S,,M,,Goiânia,Goiás,,,,,,6.70,0.0,648,54,2012,28.0
0,0.0,0.0,,P,2005.0,,S,,M,Programador,Aparecida de Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,9.60,,648,54,2012,25.0
0,0.0,0.0,,P,2009.0,,S,,M,Operador de Telemarketing,Goiânia,Goiás,,,,,,6.20,,648,54,2012,20.0
0,0.0,0.0,,E,2010.0,,S,,F,,Goiânia,Goiás,Espanhol,2.0,3.0,2.0,3.0,7.00,0.0,648,54,2012,21.0
0,0.0,0.0,,E,2010.0,,S,,F,,Goiânia,Goiás,Inglês,1.0,2.0,1.0,3.0,7.00,0.0,648,54,2012,21.0
0,0.0,0.0,,F,,,S,,M,ESTUDANTE,Cidade de Goiás,Goiás,,,,,,0.00,70.0,648,54,2015,18.0
0,0.0,0.0,,P,2011.0,,S,,M,,Goiânia,Goiás,,,,,,6.60,0.0,648,54,2012,18.0
9,0.0,0.0,,E,2000.0,,C,,M,,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,30.0
9,0.0,0.0,,E,2011.0,0.0,S,0.0,F,Autonomo,Aparecida de Goiânia,Goiás,,,,,,1.50,0.0,648,54,2012,18.0
9,0.0,0.0,,E,2011.0,0.0,S,0.0,F,Autonomo,Aparecida de Goiânia,Goiás,,,,,,6.00,0.0,648,54,2012,18.0
9,0.0,0.0,3.0,E,2011.0,0.0,S,,M,Eletricista,Anápolis,Goiás,Inglês,2.0,2.0,2.0,2.0,6.00,0.0,648,54,2012,18.0
9,0.0,0.0,3.0,E,2011.0,0.0,S,,M,Eletricista,Anápolis,Goiás,Espanhol,1.0,1.0,1.0,1.0,6.00,0.0,648,54,2012,18.0
9,0.0,0.0,,P,2011.0,,S,,M,Estudante,Goiânia,Goiás,Inglês,1.0,1.0,1.0,1.0,6.00,0.0,648,54,2012,19.0
0,0.0,0.0,,P,2011.0,,S,0.0,M,Estudante,Goiânia,Goiás,,,,,,7.20,0.0,648,54,2013,19.0
0,0.0,0.0,0.0,M,2015.0,10.0,S,0.0,M,,Goiania,Ceará,,,,,,0.00,70.0,648,54,2016,19.0
0,0.0,0.0,0.0,F,2015.0,10.0,S,0.0,M,,Goiânia,Goiás,,,,,,0.00,70.0,648,54,2016,19.0
0,0.0,0.0,0.0,P,2010.0,10.0,S,,M,,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,7.40,,648,54,2013,20.0
0,0.0,0.0,0.0,P,2010.0,10.0,S,0.0,M,,Inhumas,Goiás,,,,,,10.00,0.0,648,54,2014,22.0
0,0.0,0.0,0.0,E,2009.0,0.0,S,0.0,M,Estudante,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2011,19.0
0,0.0,0.0,0.0,E,2009.0,0.0,S,0.0,M,Estudante,Goiânia,Goiás,,,,,,0.00,0.0,648,54,2011,19.0
9,0.0,0.0,0.0,,2010.0,10.0,S,0.0,F,Estudante,Alto Paraíso de Goiás,Goiás,,,,,,0.00,0.0,648,54,2011,18.0
10,0.0,0.0,0.0,E,2005.0,0.0,S,0.0,M,,Goiânia,Goiás,Inglês,2.0,2.0,2.0,2.0,6.80,0.0,648,54,2011,23.0
0,0.0,0.0,0.0,E,2010.0,,S,,M,,Goiânia,Goiás,,,,,,07/10/2016,0.0,648,54,2011,19.0
0,0.0,0.0,,E,2009.0,,S,,M,Estudante,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,7.60,0.0,648,54,2011,19.0
0,0.0,0.0,,P,2009.0,,S,,M,,Alto Paraíso de Goiás,Goiás,Inglês,2.0,2.0,2.0,2.0,6.00,0.0,648,54,2011,19.0
13,0.0,0.0,5.0,E,2008.0,5.0,S,0.0,M,Outros,Goiânia,Goiás,,,,,,9.40,,648,54,2011,20.0
0,0.0,0.0,,P,2009.0,,S,,M,Estudante,Goiânia,Goiás,Inglês,1.0,2.0,2.0,1.0,7.80,,648,54,2011,21.0
0,0.0,0.0,,P,2009.0,,S,,M,Estudante,Goiânia,Goiás,Espanhol,2.0,3.0,2.0,2.0,7.80,,648,54,2011,21.0
13,0.0,0.0,,,2008.0,,S,,F,Estudante,Alto Paraíso de Goiás,Goiás,,,,,,6.20,,648,54,2011,21.0
9,0.0,0.0,,P,2009.0,,S,,M,,Santa Helena de Goiás,Goiás,,,,,,5.90,,648,54,2011,19.0
9,0.0,0.0,,O,2007.0,,,,M,Manipulador de Fotografia,Alto Paraíso de Goiás,Goiás,Inglês,3.0,3.0,3.0,3.0,6.30,,648,54,2011,23.0
9,0.0,0.0,,O,2007.0,,,,M,Manipulador de Fotografia,Alto Paraíso de Goiás,Goiás,Espanhol,2.0,2.0,2.0,2.0,6.30,,648,54,2011,23.0
10,0.0,0.0,0.0,E,2009.0,10.0,,0.0,M,,Goiânia,Goiás,,,,,,7.70,0.0,648,54,2011,19.0
0,0.0,0.0,0.0,P,2006.0,10.0,S,,M,,Goiânia,Goiás,Inglês,2.0,2.0,2.0,3.0,7.70,0.0,648,54,2011,20.0
10,0.0,0.0,0.0,P,2010.0,10.0,S,0.0,M,,Goiânia,Goiás,Inglês,3.0,2.0,2.0,3.0,7.70,0.0,648,54,2011,18.0
9,0.0,0.0,0.0,P,2010.0,10.0,,0.0,F,,Goiânia,Goiás,,,,,,6.30,0.0,648,54,2011,18.0
9,0.0,0.0,0.0,E,2006.0,10.0,S,0.0,M,,Aparecida de Goiânia,Goiás,,,,,,0.00,0.0,648,54,2011,23.0
9,0.0,0.0,0.0,E,2006.0,10.0,S,0.0,M,,Aparecida de Goiânia,Goiás,,,,,,0.00,46.0,648,54,2011,23.0
9,0.0,0.0,0.0,E,2006.0,10.0,S,0.0,M,,Aparecida de Goiânia,Goiás,,,,,,0.00,70.0,648,54,2015,27.0
0,0.0,0.0,0.0,F,2010.0,10.0,S,0.0,F,Estudante,Goiânia,Goiás,Espanhol,2.0,2.0,2.0,2.0,6.00,0.0,648,54,2011,17.0
0,0.0,0.0,0.0,F,2010.0,10.0,S,0.0,F,Estudante,Goiânia,Goiás,Inglês,1.0,2.0,1.0,2.0,6.00,0.0,648,54,2011,17.0
0,0.0,0.0,0.0,F,2010.0,10.0,S,0.0,F,Estudante,Goiânia,Goiás,Alemão,3.0,3.0,3.0,3.0,6.00,0.0,648,54,2011,17.0
9,0.0,0.0,5.0,P,2010.0,10.0,S,0.0,M,Estudante,Goiânia,Goiás,Inglês,3.0,3.0,2.0,3.0,6.60,0.0,648,54,2011,19.0
0,0.0,0.0,0.0,E,2010.0,0.0,S,0.0,M,Estudante,Goiânia,Goiás,,,,,,6.50,0.0,648,54,2011,18.0
0,0.0,0.0,,P,2008.0,10.0,S,0.0,M,,Aparecida de Goiânia,Goiás,,,,,,6.00,0.0,648,54,2013,22.0
0,0.0,0.0,0.0,E,2008.0,10.0,,0.0,M,,Bela Vista de Goiás,Goiás,,,,,,8.90,4.0,648,54,2014,24.0
0,0.0,0.0,0.0,E,2008.0,10.0,,0.0,M,,Bela Vista de Goiás,Goiás,,,,,,0.00,0.0,648,54,2014,24.0
20,0.0,0.0,,P,2010.0,,S,3.0,M,Comerciante,Alto Paraíso de Goiás,Goiás,Inglês,1.0,1.0,1.0,1.0,7.70,0.0,648,54,2011,19.0
20,0.0,0.0,,P,2010.0,,S,3.0,M,Comerciante,Alto Paraíso de Goiás,Goiás,Espanhol,1.0,1.0,1.0,1.0,7.70,0.0,648,54,2011,19.0
9,0.0,0.0,,P,2009.0,,S,,M,,Alto Paraíso de Goiás,Goiás,,,,,,0.00,74.0,648,54,2011,19.0
0,0.0,0.0,0.0,P,2010.0,10.0,S,0.0,M,Estudante,Goiânia,Goiás,Espanhol,2.0,2.0,1.0,3.0,6.00,0.0,648,54,2012,19.0
0,0.0,0.0,0.0,P,2010.0,10.0,S,0.0,M,Estudante,Goiânia,Goiás,Inglês,1.0,2.0,1.0,2.0,6.00,0.0,648,54,2012,19.0
10,0.0,0.0,,F,2010.0,,S,,M,,Imperatriz,Maranhão,,,,,,06/10/2016,0.0,648,54,2011,18.0
9,0.0,0.0,0.0,P,2009.0,3.0,,0.0,M,,Goiânia,Goiás,Inglês,1.0,1.0,1.0,1.0,6.00,0.0,648,54,2011,19.0
0,0.0,0.0,4.0,E,2010.0,10.0,S,0.0,M,ESTUDANTE,Rio Verde,Goiás,Inglês,1.0,1.0,1.0,1.0,6.30,,648,54,2014,21.0
0,0.0,0.0,0.0,P,2010.0,,S,,F,Estudante,Goiânia,Goiás,Inglês,2.0,2.0,1.0,2.0,8.50,0.0,648,54,2011,19.0
20,0.0,0.0,2.0,E,,,C,0.0,M,Técnico em Eletrônica,Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,6.00,0.0,648,54,2011,20.0
20,0.0,0.0,2.0,E,,,C,0.0,M,Técnico em Eletrônica,Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,1.00,0.0,648,54,2011,20.0
20,0.0,0.0,2.0,E,,,C,0.0,M,Técnico em Eletrônica,Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,0.00,0.0,648,54,2011,20.0
20,0.0,0.0,2.0,E,,,C,0.0,M,Técnico em Eletrônica,Goiânia,Goiás,Inglês,1.0,1.0,1.0,2.0,0.00,28.0,648,54,2011,20.0
0,0.0,0.0,2.0,C,2005.0,0.0,S,0.0,F,Estudante,Goiânia,Goiás,,,,,,6.00,0.0,648,54,2011,24.0
0,0.0,0.0,0.0,P,2010.0,,S,,F,,Goiânia,Goiás,Inglês,3.0,3.0,3.0,3.0,7.50,0.0,648,54,2011,18.0
9,0.0,0.0,0.0,P,2008.0,,,,M,,Goiânia,Goiás,,,,,,0.00,32.0,648,54,2011,22.0
